Date,Sales,Product,Category,Region,Quantity,Discount,Unit Price
2023-08-26,73.71,Hoodie,Clothing,West,1,0.3,101.73
2023-08-27,1571.13,Laptop,Electronics,North,2,0.2,764.89
2023-08-27,2964.52,Camera,Electronics,South,10,0.3,350.35
2023-08-27,549.29,Yoga Mat,Sports,Central,10,0.1,46.67
2023-08-27,255.47,Comics,Books,North,7,0.3,43.15
2023-08-27,403.11,Biography,Books,West,9,0,37.02
2023-08-27,180.3,Vacuum,Home & Kitchen,Central,1,0,143.33
2023-08-27,323.7,Cookbook,Books,West,9,0,31.09
2023-08-27,90.04,Sneakers,Clothing,North,1,0,70.5
2023-08-27,179.58,T-Shirt,Clothing,Central,2,0.1,84.47
2023-08-27,472.08,Dress,Clothing,South,6,0,66.24
2023-08-27,463.07,Hoodie,Clothing,North,9,0.2,51.98
2023-08-27,592.44,Bicycle,Sports,Central,10,0.1,57.5
2023-08-28,412.26,Bicycle,Sports,South,7,0,63.46
2023-08-28,34.93,Cookbook,Books,Central,1,0.2,43.31
2023-08-28,75.29,Textbook,Books,East,2,0.15,41.05
2023-08-28,2203.61,Laptop,Electronics,West,5,0,461.33
2023-08-28,423.44,Tennis Racket,Sports,West,4,0.05,98.8
2023-08-28,2620.23,Smart Watch,Electronics,North,8,0,383.13
2023-08-28,5396.18,Smartphone,Electronics,East,9,0.15,720.84
2023-08-29,785.28,Dress,Clothing,West,8,0,93.21
2023-08-29,5253.66,Headphones,Electronics,West,9,0,529.76
2023-08-29,4068.4,Tablet,Electronics,East,9,0,529.46
2023-08-29,333.1,Smartphone,Electronics,East,1,0.15,344.79
2023-08-29,88.72,Air Fryer,Home & Kitchen,East,1,0.15,111.19
2023-08-29,4528.03,Smart Watch,Electronics,North,10,0.3,586.52
2023-08-30,81.78,Textbook,Books,West,4,0.25,30.61
2023-08-30,51.26,Fiction Novel,Books,West,4,0.1,15.4
2023-08-30,35.76,Hoodie,Clothing,North,1,0,38.15
2023-08-30,584.35,Blender,Home & Kitchen,Central,5,0.05,107.37
2023-08-30,42.5,Comics,Books,East,2,0.2,28.13
2023-08-30,231.26,Vacuum,Home & Kitchen,West,3,0.25,97.15
2023-08-30,1113.85,Coffee Maker,Home & Kitchen,Central,10,0,124.65
2023-08-30,248.76,Dress,Clothing,East,7,0,40.01
2023-08-30,1249.18,Smartphone,Electronics,South,5,0.2,291.03
2023-08-30,89.03,Fiction Novel,Books,South,6,0.15,17.36
2023-08-30,7101.16,Tablet,Electronics,North,9,0,729.45
2023-08-30,83.2,Yoga Mat,Sports,East,2,0.2,60.25
2023-08-31,2408.33,Smartphone,Electronics,South,10,0.3,338.63
2023-08-31,90.71,Vacuum,Home & Kitchen,Central,1,0.2,104.04
2023-08-31,81.84,Fiction Novel,Books,East,3,0.15,29.21
2023-08-31,161.57,Air Fryer,Home & Kitchen,East,3,0,49.42
2023-08-31,166.69,Pillow,Home & Kitchen,Central,3,0.3,72.1
2023-08-31,370.11,Hoodie,Clothing,North,4,0.05,98.52
2023-08-31,622.84,Air Fryer,Home & Kitchen,North,4,0,138.53
2023-08-31,5018.43,Camera,Electronics,South,7,0,636.68
2023-08-31,3437.39,Smart Watch,Electronics,South,10,0.2,490.73
2023-08-31,1014.15,Vacuum,Home & Kitchen,North,9,0,102.51
2023-08-31,485.15,Bicycle,Sports,South,6,0.2,88.9
2023-09-01,451.76,Jacket,Clothing,West,7,0.05,76.33
2023-09-01,819.52,Smartphone,Electronics,East,2,0.05,421.69
2023-09-01,490.99,Yoga Mat,Sports,North,9,0.1,74.81
2023-09-01,219.27,Coffee Maker,Home & Kitchen,South,3,0,78.23
2023-09-01,254.68,Protein Powder,Sports,North,5,0,53.58
2023-09-01,145.26,Fiction Novel,Books,Central,5,0.2,38.77
2023-09-01,641.53,Pillow,Home & Kitchen,Central,8,0,98.55
2023-09-01,1844.79,Tablet,Electronics,East,7,0.25,416.75
2023-09-01,593.57,Dress,Clothing,East,8,0,79.17
2023-09-01,345.37,Coffee Maker,Home & Kitchen,South,4,0.25,130.35
2023-09-01,614.31,Protein Powder,Sports,Central,10,0.3,93.79
2023-09-01,349.69,Dumbbells,Sports,South,10,0.05,40.03
2023-09-02,954.39,Coffee Maker,Home & Kitchen,South,7,0,140.49
2023-09-02,68.11,Fiction Novel,Books,South,3,0.25,27.8
2023-09-02,385.09,Camera,Electronics,Central,1,0.2,457.75
2023-09-02,4873.48,Laptop,Electronics,North,9,0.15,595.38
2023-09-02,1993.65,Smartphone,Electronics,East,4,0.2,483.93
2023-09-02,2643.7,Laptop,Electronics,East,8,0.3,426.92
2023-09-02,482.83,Tennis Racket,Sports,Central,7,0.3,84.14
2023-09-02,134.35,Tennis Racket,Sports,Central,2,0.05,63.84
2023-09-02,6878.13,Laptop,Electronics,North,8,0,700.88
2023-09-02,206.01,Textbook,Books,South,8,0.1,24.4
2023-09-02,437.89,T-Shirt,Clothing,West,9,0,43.43
2023-09-02,104.6,Protein Powder,Sports,West,1,0.1,98.52
2023-09-03,1457.21,Tablet,Electronics,East,5,0.15,316.51
2023-09-03,272.89,Running Shoes,Sports,West,5,0.05,48.01
2023-09-03,639.68,Tennis Racket,Sports,Central,7,0.15,98.01
2023-09-03,176.25,Jeans,Clothing,Central,2,0,70.56
2023-09-03,106.57,Jacket,Clothing,South,1,0,99.1
2023-09-04,657.7,Dumbbells,Sports,West,7,0.05,97.68
2023-09-04,3251.85,Camera,Electronics,Central,8,0.25,619.7
2023-09-04,167.77,Science Book,Books,Central,5,0,37.9
2023-09-04,113.14,Comics,Books,South,4,0.3,38.78
2023-09-04,371.73,Running Shoes,Sports,East,4,0,88.15
2023-09-04,49.75,Biography,Books,West,2,0,22.82
2023-09-04,298.08,Jacket,Clothing,Central,4,0.25,92.95
2023-09-04,87.33,Textbook,Books,North,7,0.15,15.18
2023-09-04,2623.46,Headphones,Electronics,South,6,0,519.75
2023-09-04,1168.18,Headphones,Electronics,South,6,0.3,283.23
2023-09-04,304.21,Air Fryer,Home & Kitchen,West,5,0.3,86.46
2023-09-04,134.94,Fiction Novel,Books,North,5,0.15,34.88
2023-09-05,315.38,Sneakers,Clothing,South,5,0.25,83.62
2023-09-05,3089.73,Camera,Electronics,Central,7,0,484.67
2023-09-05,207.87,Sneakers,Clothing,North,6,0,37.72
2023-09-06,1047.81,Laptop,Electronics,North,2,0,630.3
2023-09-06,247.92,Vacuum,Home & Kitchen,North,7,0.25,54.76
2023-09-06,528.53,Air Fryer,Home & Kitchen,Central,9,0,55.86
2023-09-07,2832.79,Camera,Electronics,Central,9,0.05,345.56
2023-09-07,793.82,Pillow,Home & Kitchen,West,10,0.3,107.95
2023-09-07,61.78,Science Book,Books,South,4,0.1,17.21
2023-09-08,2049.77,Headphones,Electronics,West,4,0.2,609.19
2023-09-08,231.24,Air Fryer,Home & Kitchen,West,2,0,106.17
2023-09-08,100.11,Bicycle,Sports,South,3,0.05,34.39
2023-09-08,135.45,Protein Powder,Sports,West,5,0.2,41.02
2023-09-08,264.19,T-Shirt,Clothing,South,4,0,65.77
2023-09-08,191.86,Biography,Books,South,7,0.15,30.2
2023-09-08,441.07,Bicycle,Sports,North,7,0.2,88.94
2023-09-08,793.98,Jeans,Clothing,South,10,0.05,83.98
2023-09-08,331.02,Blender,Home & Kitchen,Central,3,0.2,133.01
2023-09-08,3526.16,Smartphone,Electronics,West,10,0.1,399.82
2023-09-08,207.93,Bicycle,Sports,East,3,0.15,94.79
2023-09-09,196.38,Cookbook,Books,East,5,0.1,35.51
2023-09-09,767.81,Hoodie,Clothing,West,9,0,67.32
2023-09-09,1316.58,Laptop,Electronics,East,4,0.2,389.22
2023-09-09,46.01,Protein Powder,Sports,Central,1,0.25,54.15
2023-09-09,1390.19,Air Fryer,Home & Kitchen,East,10,0,112.78
2023-09-09,254.22,Comics,Books,South,8,0,30.92
2023-09-09,173.21,Lamp,Home & Kitchen,North,3,0.1,49.52
2023-09-09,116.07,Dress,Clothing,South,2,0.2,65.7
2023-09-09,1591.89,Smartphone,Electronics,South,4,0.1,444.96
2023-09-09,2317.82,Smartphone,Electronics,Central,6,0.25,456.14
2023-09-09,554.68,Hoodie,Clothing,West,10,0.15,50.08
2023-09-09,148.39,Tennis Racket,Sports,East,2,0,70.25
2023-09-10,134.52,Pillow,Home & Kitchen,North,2,0.05,54.18
2023-09-10,234.4,Fiction Novel,Books,South,9,0.15,27.77
2023-09-10,29.64,Textbook,Books,North,2,0.3,19.81
2023-09-10,64.28,Jeans,Clothing,South,1,0.3,93.35
2023-09-10,383.36,Science Book,Books,North,9,0,35.98
2023-09-10,474.39,Dumbbells,Sports,Central,8,0,47.73
2023-09-10,4053.0,Headphones,Electronics,Central,9,0,379.47
2023-09-10,567.1,Hoodie,Clothing,West,6,0.1,90.9
2023-09-10,430.78,Jeans,Clothing,North,8,0,45.63
2023-09-10,1908.26,Smart Watch,Electronics,East,3,0.1,564.18
2023-09-11,218.97,Comics,Books,South,8,0.2,33.39
2023-09-11,188.85,Hoodie,Clothing,West,6,0.15,40.77
2023-09-11,642.58,Camera,Electronics,North,1,0,786.78
2023-09-11,5204.88,Smart Watch,Electronics,East,9,0,685.04
2023-09-12,55.78,Hoodie,Clothing,North,1,0,51.11
2023-09-12,142.17,Jeans,Clothing,South,6,0.3,38.76
2023-09-12,231.26,Hoodie,Clothing,East,3,0.1,99.16
2023-09-12,151.39,Cookbook,Books,South,10,0.2,18.44
2023-09-12,355.82,Sneakers,Clothing,North,10,0.2,44.05
2023-09-13,3152.4,Headphones,Electronics,West,10,0.3,478.17
2023-09-13,429.02,Coffee Maker,Home & Kitchen,South,4,0.1,130.38
2023-09-13,284.53,Coffee Maker,Home & Kitchen,North,7,0.2,57.56
2023-09-13,174.35,Fiction Novel,Books,North,9,0.15,23.62
2023-09-13,3812.72,Tablet,Electronics,North,8,0,489.9
2023-09-13,121.27,Comics,Books,South,9,0,15.11
2023-09-14,87.12,Coffee Maker,Home & Kitchen,East,1,0.2,110.8
2023-09-14,50.27,Fiction Novel,Books,South,2,0,24.9
2023-09-14,137.1,Blender,Home & Kitchen,South,3,0.3,60.78
2023-09-14,422.6,Lamp,Home & Kitchen,Central,4,0.25,142.47
2023-09-15,328.17,Air Fryer,Home & Kitchen,North,5,0.2,95.71
2023-09-15,690.46,Pillow,Home & Kitchen,South,10,0,82.96
2023-09-15,484.89,Blender,Home & Kitchen,East,6,0.2,96.63
2023-09-15,183.69,Textbook,Books,Central,9,0.2,31.15
2023-09-15,4083.09,Headphones,Electronics,East,9,0.05,587.28
2023-09-15,73.07,Lamp,Home & Kitchen,Central,1,0.25,115.84
2023-09-16,63.47,Fiction Novel,Books,East,3,0.05,20.34
2023-09-16,621.63,Pillow,Home & Kitchen,East,6,0,105.24
2023-09-16,555.31,Lamp,Home & Kitchen,West,8,0.25,78.83
2023-09-16,4708.73,Laptop,Electronics,South,8,0.3,804.3
2023-09-16,940.38,Air Fryer,Home & Kitchen,West,7,0.25,141.27
2023-09-16,332.59,Pillow,Home & Kitchen,North,2,0,143.74
2023-09-16,1346.33,Lamp,Home & Kitchen,Central,8,0,135.51
2023-09-16,984.38,Tablet,Electronics,South,3,0.05,332.79
2023-09-16,24.3,Bicycle,Sports,West,1,0.3,33.51
2023-09-16,86.34,Textbook,Books,North,3,0.3,35.15
2023-09-16,391.79,T-Shirt,Clothing,West,5,0,64.11
2023-09-17,1030.71,Bicycle,Sports,West,10,0,91.33
2023-09-17,134.12,Pillow,Home & Kitchen,West,1,0.05,135.59
2023-09-17,363.63,Comics,Books,Central,9,0,35.3
2023-09-17,540.68,Bicycle,Sports,Central,7,0,66.83
2023-09-17,644.85,Blender,Home & Kitchen,Central,8,0.05,86.01
2023-09-17,413.24,Yoga Mat,Sports,North,8,0.1,48.66
2023-09-18,863.62,Air Fryer,Home & Kitchen,East,8,0.1,113.66
2023-09-18,93.16,Air Fryer,Home & Kitchen,North,1,0,91.38
2023-09-18,383.88,Dress,Clothing,East,5,0.1,83.1
2023-09-18,282.18,Lamp,Home & Kitchen,North,7,0.1,50.98
2023-09-18,236.69,Protein Powder,Sports,Central,4,0.3,93.78
2023-09-18,505.14,Protein Powder,Sports,North,8,0.2,86.62
2023-09-18,369.2,Vacuum,Home & Kitchen,Central,4,0.25,136.51
2023-09-18,561.04,Yoga Mat,Sports,West,8,0.05,67.73
2023-09-18,838.03,Headphones,Electronics,South,1,0,807.88
2023-09-18,70.61,Textbook,Books,West,2,0.05,41.4
2023-09-18,3797.27,Camera,Electronics,North,8,0.05,544.24
2023-09-18,220.34,Jeans,Clothing,South,4,0.3,87.52
2023-09-19,562.29,Jeans,Clothing,West,10,0.15,78.33
2023-09-19,153.79,Tennis Racket,Sports,North,3,0,47.8
2023-09-19,73.73,Cookbook,Books,South,3,0.15,28.76
2023-09-20,2440.05,Tablet,Electronics,Central,8,0,354.17
2023-09-20,475.15,Jeans,Clothing,East,8,0.1,71.09
2023-09-20,373.9,Tennis Racket,Sports,North,10,0.15,49.04
2023-09-20,110.97,Pillow,Home & Kitchen,West,1,0,135.67
2023-09-20,74.7,Fiction Novel,Books,West,5,0.2,17.21
2023-09-20,418.68,Air Fryer,Home & Kitchen,Central,5,0.2,124.73
2023-09-20,582.72,T-Shirt,Clothing,Central,10,0,53.95
2023-09-20,317.09,Dress,Clothing,North,7,0.25,59.39
2023-09-21,678.71,Jeans,Clothing,South,9,0,82.74
2023-09-21,979.67,Air Fryer,Home & Kitchen,West,9,0.05,114.72
2023-09-21,624.64,Air Fryer,Home & Kitchen,East,6,0.15,125.88
2023-09-21,1686.29,Smartphone,Electronics,West,4,0.2,651.07
2023-09-22,177.16,Biography,Books,Central,5,0.05,42.69
2023-09-22,273.58,Dress,Clothing,West,4,0,77.51
2023-09-22,160.27,Fiction Novel,Books,North,9,0.05,20.34
2023-09-22,250.93,Comics,Books,South,7,0,41.69
2023-09-22,578.01,Jeans,Clothing,North,10,0.15,67.98
2023-09-22,98.38,Fiction Novel,Books,West,10,0.25,16.11
2023-09-22,807.41,Tablet,Electronics,North,3,0.05,290.88
2023-09-22,300.44,Jacket,Clothing,East,10,0.2,38.39
2023-09-22,184.29,T-Shirt,Clothing,West,3,0.3,88.42
2023-09-22,905.52,Hoodie,Clothing,South,10,0,88.9
2023-09-23,107.78,Running Shoes,Sports,Central,3,0.15,40.42
2023-09-23,161.65,Fiction Novel,Books,South,3,0,42.59
2023-09-23,366.16,Dumbbells,Sports,South,9,0.25,48.39
2023-09-23,59.18,Blender,Home & Kitchen,West,1,0.3,78.29
2023-09-23,272.66,Bicycle,Sports,West,3,0,91.78
2023-09-24,117.01,Jeans,Clothing,Central,1,0,105.12
2023-09-24,219.12,Bicycle,Sports,North,5,0.2,50.07
2023-09-24,411.39,Tennis Racket,Sports,South,5,0,65.41
2023-09-24,293.25,Comics,Books,North,7,0.1,41.58
2023-09-24,480.41,Air Fryer,Home & Kitchen,South,6,0.25,92.26
2023-09-24,1064.79,Vacuum,Home & Kitchen,West,9,0.1,134.99
2023-09-25,298.89,Tennis Racket,Sports,West,6,0.25,64.58
2023-09-25,1513.54,Headphones,Electronics,North,3,0.3,758.64
2023-09-25,56.74,Science Book,Books,Central,5,0.3,19.65
2023-09-26,603.75,Sneakers,Clothing,South,7,0,85.47
2023-09-26,92.81,Cookbook,Books,North,8,0.15,15.81
2023-09-26,90.96,Fiction Novel,Books,Central,7,0.2,16.0
2023-09-26,39.01,Biography,Books,Central,1,0,38.85
2023-09-26,296.37,Textbook,Books,East,8,0.15,44.08
2023-09-26,473.87,Dress,Clothing,Central,9,0,49.75
2023-09-26,361.11,Blender,Home & Kitchen,Central,6,0.15,70.87
2023-09-26,60.97,Coffee Maker,Home & Kitchen,West,1,0,56.14
2023-09-26,187.14,Protein Powder,Sports,East,9,0.25,34.3
2023-09-26,4705.76,Headphones,Electronics,North,9,0.2,690.9
2023-09-26,536.35,Tablet,Electronics,South,1,0,528.95
2023-09-26,373.91,Headphones,Electronics,East,1,0.05,423.89
2023-09-27,575.78,Tennis Racket,Sports,West,10,0,58.03
2023-09-27,66.22,Vacuum,Home & Kitchen,North,1,0,79.44
2023-09-27,276.11,Yoga Mat,Sports,North,8,0,36.37
2023-09-27,75.92,Coffee Maker,Home & Kitchen,South,1,0,83.73
2023-09-27,327.08,Lamp,Home & Kitchen,West,3,0.05,113.86
2023-09-27,66.51,Dumbbells,Sports,North,2,0,33.79
2023-09-27,218.94,Cookbook,Books,Central,10,0.25,29.2
2023-09-27,677.81,Pillow,Home & Kitchen,South,10,0.25,88.54
2023-09-27,228.59,Blender,Home & Kitchen,East,3,0.1,84.82
2023-09-27,118.13,T-Shirt,Clothing,East,2,0,65.12
2023-09-27,73.55,Dress,Clothing,East,1,0.15,103.76
2023-09-28,326.12,Dress,Clothing,Central,4,0.2,98.52
2023-09-28,167.18,Comics,Books,Central,10,0.3,28.42
2023-09-28,157.61,Fiction Novel,Books,Central,6,0,25.31
2023-09-28,24.37,Cookbook,Books,Central,1,0.3,39.0
2023-09-28,44.38,Biography,Books,Central,2,0,23.25
2023-09-28,338.02,Jacket,Clothing,Central,7,0,48.31
2023-09-29,66.69,Air Fryer,Home & Kitchen,East,1,0.3,102.23
2023-09-29,179.63,Jacket,Clothing,East,4,0.25,58.85
2023-09-29,1373.21,Laptop,Electronics,North,2,0,643.4
2023-09-29,379.06,Tennis Racket,Sports,North,9,0.2,49.52
2023-09-29,395.39,Bicycle,Sports,East,10,0,47.68
2023-09-29,150.02,Lamp,Home & Kitchen,West,2,0.05,96.01
2023-09-29,101.48,Comics,Books,South,5,0.3,35.8
2023-09-29,2415.51,Smartphone,Electronics,South,7,0.15,412.94
2023-09-29,18.99,Comics,Books,South,1,0.15,25.05
2023-09-29,603.98,Sneakers,Clothing,Central,8,0.3,102.34
2023-09-30,898.21,T-Shirt,Clothing,East,8,0.1,105.97
2023-09-30,270.89,Tennis Racket,Sports,West,5,0.1,58.52
2023-09-30,761.09,Dress,Clothing,North,8,0.1,87.92
2023-09-30,332.27,T-Shirt,Clothing,East,7,0,41.65
2023-09-30,573.73,Yoga Mat,Sports,East,6,0,85.84
2023-09-30,272.38,Biography,Books,Central,9,0.25,34.47
2023-09-30,426.93,Bicycle,Sports,West,8,0.1,54.82
2023-09-30,142.44,Vacuum,Home & Kitchen,East,2,0,70.62
2023-09-30,291.47,Dumbbells,Sports,Central,4,0,60.45
2023-09-30,574.7,Running Shoes,Sports,South,8,0,54.97
2023-09-30,530.45,Dumbbells,Sports,East,7,0.3,92.12
2023-09-30,3895.76,Smartphone,Electronics,East,9,0.1,424.63
2023-10-01,196.25,Comics,Books,East,7,0,18.56
2023-10-01,151.04,Biography,Books,West,3,0.05,36.16
2023-10-01,3771.79,Headphones,Electronics,North,7,0.1,451.06
2023-10-01,467.47,Blender,Home & Kitchen,North,7,0,51.37
2023-10-01,77.14,Blender,Home & Kitchen,South,1,0.25,68.47
2023-10-01,184.35,Hoodie,Clothing,West,2,0,74.66
2023-10-02,244.05,Vacuum,Home & Kitchen,South,2,0,124.78
2023-10-02,599.15,Smartphone,Electronics,Central,1,0,535.43
2023-10-02,190.55,Biography,Books,North,7,0.15,27.49
2023-10-02,608.72,Air Fryer,Home & Kitchen,Central,9,0.2,79.81
2023-10-02,275.44,Vacuum,Home & Kitchen,East,5,0,55.67
2023-10-02,206.66,Protein Powder,Sports,Central,3,0,55.35
2023-10-02,532.5,Protein Powder,Sports,Central,7,0,61.56
2023-10-02,607.85,Lamp,Home & Kitchen,East,7,0.3,104.58
2023-10-02,284.92,Sneakers,Clothing,Central,3,0.3,107.53
2023-10-02,56.63,Fiction Novel,Books,East,3,0,16.33
2023-10-03,313.46,Bicycle,Sports,Central,8,0,39.02
2023-10-03,549.93,T-Shirt,Clothing,South,7,0.3,104.01
2023-10-03,863.69,Blender,Home & Kitchen,West,8,0,100.33
2023-10-03,146.42,Protein Powder,Sports,East,3,0.3,64.1
2023-10-03,37.02,Fiction Novel,Books,South,3,0.25,15.19
2023-10-04,61.54,Vacuum,Home & Kitchen,North,1,0.3,87.04
2023-10-04,442.36,Jacket,Clothing,East,6,0.15,70.58
2023-10-04,549.04,Jeans,Clothing,South,8,0,71.98
2023-10-04,558.9,Blender,Home & Kitchen,East,9,0.25,82.22
2023-10-04,148.19,Dress,Clothing,South,3,0.15,48.26
2023-10-04,137.66,Fiction Novel,Books,East,3,0,38.66
2023-10-05,536.66,Air Fryer,Home & Kitchen,East,5,0.3,135.19
2023-10-05,577.57,Sneakers,Clothing,West,8,0.1,82.75
2023-10-05,385.12,Textbook,Books,Central,9,0,40.61
2023-10-05,480.11,Running Shoes,Sports,East,7,0.25,90.38
2023-10-05,152.15,Cookbook,Books,West,10,0.1,15.3
2023-10-06,94.09,Textbook,Books,South,4,0,20.62
2023-10-06,2519.65,Camera,Electronics,South,5,0.15,563.96
2023-10-06,15.06,Comics,Books,West,1,0.2,15.32
2023-10-06,583.87,Hoodie,Clothing,Central,5,0.1,103.68
2023-10-06,173.45,Cookbook,Books,North,8,0.3,27.38
2023-10-06,314.84,T-Shirt,Clothing,North,3,0,103.97
2023-10-06,95.78,Sneakers,Clothing,Central,1,0.05,85.95
2023-10-07,112.77,Fiction Novel,Books,West,3,0.05,31.33
2023-10-07,551.0,Bicycle,Sports,North,6,0.3,91.81
2023-10-07,960.27,Laptop,Electronics,Central,1,0.15,781.19
2023-10-07,201.71,Dress,Clothing,East,4,0.25,59.48
2023-10-07,519.02,Textbook,Books,South,9,0,38.01
2023-10-07,270.26,Cookbook,Books,Central,7,0.15,34.8
2023-10-07,662.34,Protein Powder,Sports,East,6,0.15,96.41
2023-10-07,221.15,Bicycle,Sports,East,6,0.15,34.68
2023-10-07,297.96,Hoodie,Clothing,West,3,0,76.55
2023-10-07,568.59,Lamp,Home & Kitchen,East,5,0.3,134.17
2023-10-07,357.55,Blender,Home & Kitchen,East,3,0.15,118.95
2023-10-08,229.15,Comics,Books,Central,9,0,19.92
2023-10-08,1255.97,Coffee Maker,Home & Kitchen,North,10,0,108.4
2023-10-08,566.69,Vacuum,Home & Kitchen,East,5,0,78.69
2023-10-09,747.46,Dress,Clothing,West,10,0.25,99.48
2023-10-09,157.99,Protein Powder,Sports,Central,3,0,52.81
2023-10-09,420.85,Pillow,Home & Kitchen,South,3,0,117.46
2023-10-10,544.33,Coffee Maker,Home & Kitchen,South,10,0.2,67.23
2023-10-10,880.87,Smart Watch,Electronics,East,2,0,365.05
2023-10-10,3037.15,Tablet,Electronics,South,6,0.15,528.23
2023-10-10,3276.99,Camera,Electronics,North,5,0.25,769.54
2023-10-10,474.31,Coffee Maker,Home & Kitchen,South,4,0.15,134.81
2023-10-10,3176.9,Laptop,Electronics,Central,10,0,316.96
2023-10-10,579.18,Pillow,Home & Kitchen,South,5,0.15,124.9
2023-10-11,484.83,Sneakers,Clothing,Central,7,0.25,85.82
2023-10-11,172.7,Fiction Novel,Books,South,8,0,22.18
2023-10-11,1896.18,Smartphone,Electronics,North,3,0.05,604.39
2023-10-11,396.28,T-Shirt,Clothing,North,5,0.1,78.63
2023-10-11,318.56,Sneakers,Clothing,Central,10,0.3,39.65
2023-10-11,2543.56,Smart Watch,Electronics,West,7,0.15,433.09
2023-10-12,338.99,Yoga Mat,Sports,Central,10,0,35.38
2023-10-12,677.24,Jeans,Clothing,East,7,0.05,105.42
2023-10-12,563.63,Jeans,Clothing,West,7,0.1,71.21
2023-10-12,810.33,Headphones,Electronics,North,1,0.05,733.46
2023-10-13,4859.24,Smart Watch,Electronics,North,9,0.25,698.32
2023-10-13,442.36,Coffee Maker,Home & Kitchen,North,4,0,117.33
2023-10-13,781.87,Jacket,Clothing,East,10,0,62.49
2023-10-13,4449.43,Tablet,Electronics,Central,8,0.15,685.77
2023-10-13,57.06,Textbook,Books,East,3,0.25,25.74
2023-10-13,1058.48,Headphones,Electronics,South,2,0.05,482.96
2023-10-13,158.05,Protein Powder,Sports,North,2,0,76.05
2023-10-13,302.64,Fiction Novel,Books,South,10,0.05,33.36
2023-10-13,24.37,Textbook,Books,North,1,0.1,25.36
2023-10-13,620.37,Running Shoes,Sports,West,10,0,49.21
2023-10-13,44.97,Jeans,Clothing,West,1,0,38.11
2023-10-13,106.33,Lamp,Home & Kitchen,North,1,0,103.68
2023-10-14,195.81,Running Shoes,Sports,South,4,0.1,45.05
2023-10-14,6905.23,Headphones,Electronics,East,9,0.1,690.29
2023-10-14,501.34,Protein Powder,Sports,Central,9,0,45.72
2023-10-15,871.38,Protein Powder,Sports,North,10,0,65.53
2023-10-15,728.28,Lamp,Home & Kitchen,South,6,0.15,100.84
2023-10-15,634.95,Air Fryer,Home & Kitchen,North,4,0,107.54
2023-10-15,218.68,Fiction Novel,Books,South,5,0,30.58
2023-10-15,874.39,Dress,Clothing,West,9,0.05,76.38
2023-10-15,450.92,Science Book,Books,West,10,0.05,40.24
2023-10-15,66.62,Sneakers,Clothing,North,1,0.05,54.58
2023-10-15,163.6,Cookbook,Books,Central,5,0.1,27.4
2023-10-16,372.22,Coffee Maker,Home & Kitchen,West,4,0,95.15
2023-10-16,224.87,Science Book,Books,North,8,0,24.99
2023-10-16,33.03,Textbook,Books,North,2,0.3,22.8
2023-10-16,262.68,Yoga Mat,Sports,North,5,0,49.7
2023-10-16,428.86,Sneakers,Clothing,North,5,0.2,87.22
2023-10-16,2235.02,Headphones,Electronics,Central,7,0.1,333.86
2023-10-16,679.05,Smartphone,Electronics,West,2,0,318.24
2023-10-16,3738.17,Tablet,Electronics,East,6,0.1,653.01
2023-10-16,677.41,Air Fryer,Home & Kitchen,South,7,0.05,96.07
2023-10-16,489.47,Blender,Home & Kitchen,West,8,0.1,56.59
2023-10-17,464.38,Pillow,Home & Kitchen,East,6,0.15,74.96
2023-10-17,426.08,Pillow,Home & Kitchen,West,7,0.05,50.75
2023-10-17,4258.69,Laptop,Electronics,Central,7,0,617.51
2023-10-17,606.49,Jeans,Clothing,Central,7,0.25,93.59
2023-10-17,724.06,Hoodie,Clothing,North,8,0.05,89.55
2023-10-17,571.45,Dumbbells,Sports,Central,6,0,76.44
2023-10-18,97.33,Fiction Novel,Books,Central,4,0,22.76
2023-10-18,105.0,Coffee Maker,Home & Kitchen,Central,2,0.2,54.68
2023-10-18,637.11,Coffee Maker,Home & Kitchen,South,5,0.1,126.36
2023-10-18,244.05,Hoodie,Clothing,West,8,0.2,38.44
2023-10-18,259.52,Biography,Books,East,10,0,25.06
2023-10-18,243.34,Sneakers,Clothing,East,5,0.2,56.53
2023-10-18,258.69,Air Fryer,Home & Kitchen,South,2,0.25,142.17
2023-10-18,424.8,Vacuum,Home & Kitchen,South,8,0.3,80.91
2023-10-19,2978.5,Headphones,Electronics,North,8,0.1,380.53
2023-10-19,646.19,Pillow,Home & Kitchen,East,10,0.15,65.68
2023-10-19,211.19,Comics,Books,South,9,0,21.84
2023-10-20,25.71,Running Shoes,Sports,North,1,0.25,36.5
2023-10-20,476.29,Yoga Mat,Sports,South,10,0.15,51.74
2023-10-20,738.08,Camera,Electronics,South,1,0.1,732.47
2023-10-20,1798.71,Camera,Electronics,East,3,0.05,607.78
2023-10-20,325.26,Blender,Home & Kitchen,Central,4,0.25,109.43
2023-10-20,365.72,Running Shoes,Sports,East,7,0.3,76.46
2023-10-20,572.73,T-Shirt,Clothing,South,7,0.2,99.74
2023-10-20,74.9,Comics,Books,West,2,0.15,39.84
2023-10-20,830.55,Hoodie,Clothing,North,9,0.25,98.3
2023-10-20,207.22,Bicycle,Sports,East,2,0,94.54
2023-10-20,320.02,Yoga Mat,Sports,North,7,0.1,40.87
2023-10-21,245.34,Vacuum,Home & Kitchen,North,2,0.3,143.94
2023-10-21,293.13,Running Shoes,Sports,East,5,0.1,44.38
